refno	poetry	anvaya
vrd_ramayana_anvaya_3_49_3	उद्वहेयं भुजाभ्यां तु मेदिनीमम्बरे स्थितः आपिबेयं समुद्रं च हन्यां मृत्युं रणे स्थितः	अम्बरे स्थितः भुजाभ्याम् मेदिनीम् उद्वहेयम् समुद्रं च आपिबेयम् रणे स्थितः मृत्युम् हन्याम्
vrd_ramayana_anvaya_3_49_4	अर्कं ऱुन्ध्यां शरैस्तीक्ष्णैर्विभिन्द्या हि महीतलम् कामरूपिणमुन्मत्ते पश्य मां कामदं पतिम्	अर्कम् ऱुन्ध्याम् तीक्ष्णैः शरैः महीतलम् विभिन्द्याम् उन्मत्ते कामदम् पतिम् कामरूपिणम् माम् पश्य
vrd_ramayana_anvaya_3_49_5	एवमुक्तवतस्तस्य सूर्यकल्पे शिखिप्रभे क्रुद्धस्य हरिपर्यन्ते रक्ते नेत्रे बभूवतुः	एवम् उक्तवतः क्रुद्धस्य तस्य सूर्यकल्पे शिखिप्रभे हरिपर्यन्ते नेत्रे रक्ते बभुवतुः
vrd_ramayana_anvaya_3_49_6	सद्यस्सौम्यं परित्यज्य भिक्षुरूपं स रावणः स्वं रूपं कालरूपाभं भेजे वैश्रवणानुजः	वैश्रवणानुजः सद्यः सौम्यम् भिक्षुरूपम् परित्यज्य स्वम् कालरूपाभम् रूपम् भेजे
vrd_ramayana_anvaya_3_49_7	संरक्तनयनश्श्रीमांस्तप्तकाञ्चनभूषणः क्रोधेन महताविष्टो नीलजीमूतसन्निभः दशास्यः कार्मुकी बाणी बभूव क्षणदाचरः	महता क्रोधेन आविष्टः संरक्तनयनः श्रीमान् तप्तकाञ्चनभूषणः नीलजीमूतसन्निभः दशास्यः कार्मुकी बाणी क्षणदाचरः बभूव
vrd_ramayana_anvaya_3_49_8	स परिव्राजकच्छद्म महाकायो विहाय तत् प्रतिपद्य स्वकं रूपं रावणो राक्षसाधिपः संरक्तनयनः क्रोधाज्जीमूतनिचयप्रभः रक्ताम्बरधरस्तस्थौ स्त्रीरत्नं प्रेक्ष्य मैथिलीम्	राक्षसाधिपः सः रावणः तत् परिव्राजकच्छद्म विहाय स्वकम् रूपम् प्रतिपद्य क्रोधात् संरक्त नयनः जीमूतनिचयप्रभः रक्ताम्बरधरः स्त्रीरत्नम् मैथिलीम् प्रेक्ष्य तस्थौ
vrd_ramayana_anvaya_3_49_10	स तामसितकेशान्तां भास्करस्य प्रभामिव वसनाभरणोपेतां मैथिलीं रावणोऽब्रवीत्	सः रावणः असितकेशान्ताम् भास्करस्य प्रभामिव वसनाभरणोपेताम् मैथिलीम् अब्रवीत्
vrd_ramayana_anvaya_3_49_11	त्रिषु लोकेषु विख्यातं यदि भर्तारमिच्छसि मामाश्रय वरारोहे तवाहं सदृशः पतिः	वरारोहे त्रिषुलोकेषु विख्यातम् भर्तारम् इच्छसि यदि माम् आश्रय अहम् तव सदृशः पतिः
vrd_ramayana_anvaya_3_49_12	मां भजस्व चिराय त्वमहं श्लाघ्यः प्रियस्तव नैव चाहं क्वचिद्भद्रे करिष्ये तव विप्रियम् त्यज्यतां मानुषे भावो मयि भावः प्रणीयताम्	भद्रे चिराय माम् भजस्व अहम् तव श्लाघ्यः प्रियः (पतिः) अहम् क्वचित् तव विप्रियम् न करिष्ये मानुषे , भावः त्यज्यताम् मयि भावः प्रणीयताम्
vrd_ramayana_anvaya_3_49_14	राज्याच्च्युतमसिद्धार्थं रामं परिमितायुषम् कैर्गुणैरनुरक्तासि मूढे पण्डितमानिनि यः स्त्रिया वचनाद्राज्यं विहाय ससुहृज्जनम् अस्मिन्व्यालानुचरिते वने वसति दुर्मतिः	मुढे पण्डितमानिनि दुर्मतिः यः स्त्रियाः वचनात् ससुहृज्जनम् राज्यम् विहाय व्यालानुचरिते अस्मिन् वने चरति राज्यात् च्युतम् असिद्धार्थम् परिमितायुषम् रामम् कैः गुणैः अनुरक्ता असि
vrd_ramayana_anvaya_3_49_16	इत्युक्त्वा मैथिलीं वाक्यं प्रियार्हां प्रियवादिनीम् अभिगम्य सुदुष्टात्मा राक्षसः काममोहितः जग्राह रावणस्सीतां बुधः खे रोहिणीमिव	सुदुष्टात्मा काममोहितः राक्षसः रावणः प्रियार्हाम् प्रियवादिनीम् मैथिलीम् इति उक्त्वा अभिगम्य खे बुधः रोहिणीमिव सीताम् जग्राह
vrd_ramayana_anvaya_3_49_17	वामेन सीतां पद्माक्षीं मूर्धजेषु करेण सः ऊर्वोस्तु दक्षिणेनैव परिजग्राह पाणिना	सः पद्माक्षीम् सीताम् वामेन करेण मूर्धजेषु दक्षिणेन पाणिना ऊर्वोः प्रतिजग्राह
vrd_ramayana_anvaya_3_49_18	तं दृष्ट्वा मृत्युसङ्काशं तीक्ष्णदंष्ट्रं महाभुजम् प्राद्रवन्गिरिसङ्काशं भयार्ता वनदेवताः	मृत्युसङ्काशम् तीक्ष्णदंष्ट्रम् महाभुजम् गिरिसङ्काशम् तम् दृष्ट्वा वनदेवताः भयार्ताः प्राद्रवन्
vrd_ramayana_anvaya_3_49_19	स च मायामयो दिव्यः खरयुक्तः खरस्वनः प्रत्यदृश्यत हेमाङ्गो रावणस्य महारथः	मायामयः दिव्यः खरयुक्तः खरस्वनः हेमाङ्गः रावणस्य सः महारथः प्रत्यदृश्यत
vrd_ramayana_anvaya_3_49_20	ततस्तां परुषैर्वाक्यैर्भर्त्सयन्स महास्वनः अङ्केनादाय वैदेहीं रथमारोपयत्तदा	तदा महास्वनः सः तां वैदेहीम् परुषैः वाक्यैः भर्त्सयन् अङ्केन आदाय रथम् आरोपयत्
vrd_ramayana_anvaya_3_49_21	सा गृहीता विचुक्रोश रावणेन यशस्स्विनी रामेति सीता दुःखार्ता रामं दूरगतंवने	रावणेन गृहीता यशस्स्विनी सा सीता दुःखार्ता वने दूरगतम् रामम् राम इति विचुक्रोश
vrd_ramayana_anvaya_3_49_22	तामकामां स कामार्तः पन्नगेन्द्रवधूमिव विवेष्टमानामादाय उत्पपाताथ रावणः	अथ कामार्तः सः रावणः अकामाम् पन्नगेन्द्रवधूमिव विवेष्टमानाम् ताम् आदाय
vrd_ramayana_anvaya_3_49_23	ततस्सा राक्षसेन्द्रेण ह्रियमाणा विहायसा भृशं चुक्रोश मत्तेव भ्रान्तचित्ता यथाऽऽतुरा	ततः राक्षसेन्द्रेण विहायसा ह्रियमाणा सा मत्तेव भ्रान्तचित्ता आतुरा यथा भृशम् चुक्रोश
vrd_ramayana_anvaya_3_49_24	हा लक्ष्मण महाबाहो गुरुचित्तप्रसादक ह्रियमाणां न जानीषे रक्षसा माममर्षिणा	महाबाहो गुरुचित्तप्रसादक हा लक्ष्मण अमर्षिणा रक्षसा माम् ह्रियमाणाम् न जानीषे
vrd_ramayana_anvaya_3_49_25	जीवितं सुखमर्थांश्च धर्महेतोः परित्यजन् ह्रियमाणामधर्मेण मां राघव न पश्यसि	जीवितम् सुखम् अर्थांश्च धर्महेतोः परित्यजन् राघव अधर्मेण ह्रियमाणाम् माम् न पश्यसि
vrd_ramayana_anvaya_3_49_26	ननु नामाविनीतानां विनेतासि परन्तप कथमेवंविधं पापं न त्वं शासि हि रावणम्	परन्तप अविनीतानाम् विनेता असि ननु एवंविधम् पापम् रावणम् कथम् हि शासि
vrd_ramayana_anvaya_3_49_27	ननु सद्योऽविनीतस्य दृश्यते कर्मणःफलम् कालोऽप्यङ्गीभवत्यत्र सस्यानामिव पक्तये	अविनीतस्य कर्मणः फलम् सद्यः न दृश्यते नु सस्यानाम् पक्तये इव अत्र कालोऽपि अङ्गीभवति
vrd_ramayana_anvaya_3_49_28	त्वं कर्म कृतवानेतत्कालोपहतचेतनः जीवितान्तकरं घोरं रामाद्व्यसनमाप्नुहि	त्वम् कालोपहतचेतनः एतत् कर्म कृतवान् रामात् जीवितान्तकरम् घोरम् व्यसनम् आप्नुहि
vrd_ramayana_anvaya_3_49_29	हन्तेदानीं सकामास्तु कैकेयी सह बान्धवैः ह्रिये यद्धर्मकामस्य धर्मपत्नी यशस्विनः	धर्मकामस्य यशस्विनः धर्मपत्नी यत् ह्रिये इदानीम् कैकेयी बान्धवैः सह सकामा अस्तु हन्त
vrd_ramayana_anvaya_3_49_30	आमन्त्रये जनस्थाने कर्णिकारान्सुपुष्पितान् क्षिप्रं रामाय शंसध्वं सीतां हरति रावणः	जनस्थाने सुपुष्पितान् कर्णिकारान् आमन्त्रये रावणः सीताम् हरति क्षिप्रम् रामाय शंसध्वम्
vrd_ramayana_anvaya_3_49_31	माल्यवन्तं शिखरिणं वन्दे प्रस्रवणं गिरिम् क्षिप्रं रामाय शंस त्वं सीतां हरति रावणः	माल्यवन्तम् शिखरिणम् प्रस्रवणं गिरिम् वन्दे रावणः सीताम् हरति त्वम् क्षिप्रम् रामाय शंस
vrd_ramayana_anvaya_3_49_32	हंसकारण्डवाकीर्णां वन्दे गोदावरीं नदीम् क्षिप्रं रामाय शंस त्वं सीतां हरति रावणः	हंसकारण्डवाकीर्णां गोदावरीं नदीम् वन्दे रावणः सीताम् हरति त्वम् क्षिप्रम् रामाय शंस
vrd_ramayana_anvaya_3_49_33	दैवतानि च यान्यस्मिन्वने विविधपादपे नमस्करोम्यहं तेभ्योभर्तुश्शंसत मां हृताम्	विविधपादपे अस्मिन् वने यानि दैवतानि (सन्ति तेभ्यः अहम् नमस्करोमि माम् हृताम् भर्तुः शंसत
vrd_ramayana_anvaya_3_49_34	यानि कानि चिदप्यत्र सत्त्वानि निवसन्त्युत सर्वाणि शरणं यामि मृगपक्षिगणानपि	अत्र यानि कानि चित् सत्त्वानि निवसन्ति सर्वाणि मृगपक्षिगणानपि शरणम् यामि
vrd_ramayana_anvaya_3_49_35	ह्रियमाणां प्रियां भर्तुः प्राणेभ्योऽपि गरीयसीम् विवशाऽपहृता सीता रावणेनेति शंसत	प्राणेभ्योऽपि गरीयसीम् ह्रियमाणाम् प्रियाम् विवशा सीता रावणेन अपहृता इति भर्तुः शंसत
vrd_ramayana_anvaya_3_49_36	विदित्वा मां महाबाहुरमुत्रापि महाबलः आनेष्यति पराक्रम्य वैवस्वतहृतामपि	महाबलः महाबाहुः वैवस्वतहृतामपि माम् अमुत्रापि विदित्वा पराक्रम्य आनेष्यति
vrd_ramayana_anvaya_3_49_37	सा तदा करुणा वाचो विलपन्ती सुदुःखिता वनस्पतिगतं गृध्रं ददर्शाऽयतलोचना	तदा करुणाः वाचः विलपन्ती आयतलोचना सा सुदुःखिता वनस्पतिगतम् गृध्रम् ददर्श
vrd_ramayana_anvaya_3_49_38	सा तमुद्वीक्ष्य सुश्रोणी रावणस्य वशं गता समाक्रन्दद्भयपरा दुःखोपहतया गिरा	रावणस्य वशम् गता सुश्रोणी भयपरा सा तम् उद्वीक्ष्य दुःखोपहतया गिरा समाक्रन्दत्
vrd_ramayana_anvaya_3_49_39	जटायो पश्य मामद्य ह्रियमाणामनाथवत् अनेन राक्षसेन्द्रेण करुणं पापकर्मणा	जटायो अद्य अनेन पापकर्मणा राक्षसेन्द्रेण अनाथवत् करुणम् ह्रियमाणाम् माम् पश्य
vrd_ramayana_anvaya_3_49_40	नैष वारयितुं शक्यस्तव क्रूरो निशाचरः सत्त्वाञ्जितकाशी च सायुधश्चैव दुर्मतिः	क्रूरः सत्त्वान् जितकाशी सायुधश्चैव दुर्मतिः एषः निशाचरः तव वारयितुम् न शक्यः
vrd_ramayana_anvaya_3_49_41	रामाय तु यथातत्त्वं जटायो हरणं मम लक्ष्मणाय च तत्सर्वमाख्यातव्यमशेषतः	जटायोः मम हरणम् यथातत्त्वम् तत् सर्वम् अशेषतः रामाय लक्ष्मणाय च आख्यातव्यम्
vrd_ramayana_anvaya_3_50_1	तं शब्दमवसुप्तस्तु जटायुरथ शुश्रुवे निरीक्ष्य रावणं क्षिप्रं वैदेहीं च ददर्श सः	अवसुप्तः जटायुः तं शब्दम् शुश्रुवे अथ सः क्षिप्रम् निरीक्ष्य रावणम् वैदेहीं च ददर्श
vrd_ramayana_anvaya_3_50_2	ततः पर्वतकूटाभस्तीक्ष्णतुण्डः खगोत्तमः वनस्पतिगतश्श्रीमान्व्याजहार शुभां गिरम्	ततः पर्वतकूटाभः तीक्ष्णतुण्डः श्रीमान् वनस्पतिगतः खगोत्तमः शुभाम् गिरम् व्याजहार
vrd_ramayana_anvaya_3_50_3	दशग्रीव स्थितो धर्मे पुराणे सत्यसंश्रयः जटायुर्नाम नाम्नाहं गृध्रराजो महाबलः	दशग्रीव अहम् पुराणे धर्मे स्थितः सत्यसंश्रयः महाबलः गृध्रराजः नाम्ना जटायुर्नाम
vrd_ramayana_anvaya_3_50_4	राजा सर्वस्य लोकस्य महेन्द्रवरुणोपमः लोकानां च हिते युक्तो रामो दशरथात्मजः	दशरथात्मजः रामः सर्वस्य लोकस्य राजा महेन्द्रवरुणोपमः लोकानाम् हिते युक्तः
vrd_ramayana_anvaya_3_50_5	तस्यैषा लोकनाथस्य धर्मपत्नी यशस्विनी सीता नाम वरारोहा यां त्वं हर्तुमिहेच्छसि	याम् त्वम् इह हर्तुम् इच्छसि एषा सीता नाम वरारोहा यशस्विनी लोकनाथस्य तस्य धर्मपत्नी
vrd_ramayana_anvaya_3_50_6	कथं राजास्थितो धर्मे परदारान्परामृशेत् रक्षणीया विशेषेण राजदारा महाबल	धर्मे स्थितः राजा परदारान् कथम् परामृशेत् महाबल राजदाराः विशेषेण रक्षणीयाः
vrd_ramayana_anvaya_3_50_7	निवर्तय मतिं नीचां परदाराभिमर्शनात् न तत्समाचरेद्धीरो यत्परोऽस्य विगर्हयेत् यथात्मनस्तथान्येषां दारा रक्ष्या विपश्चिता	नीचाम् मतिम् परदाराभिमर्शनात् निवर्तय परः अस्य यत् विगर्हयेत् तत् धीरः न समाचरेत् विपश्चिता आत्मनः यथा तथा अन्येषाम् दाराः रक्ष्याः
vrd_ramayana_anvaya_3_50_8	धर्ममर्थं वा कामं वा शिष्टाश्शास्त्रेष्वनागतम् व्यवस्यन्त्यनु राजानं धर्मं पौलस्त्यनन्दन	पौलस्त्यनन्दन शिष्टाः शास्त्रेषु अनागतम् अर्थं वा यदि वा कामम् धर्मम् राजानम् अनु व्यवस्यन्ति
vrd_ramayana_anvaya_3_50_9	राजा धर्मस्य कामस्य द्रव्याणां चोत्तमो निधिः धर्मश्शुभं वा पापं वा राजमूलं प्रवर्तते	धर्मस्य कामस्य द्रव्याणां च राजा उत्तमः निधिः धर्मः शुभंवा पापं वा राजमूलम् प्रवर्तते
vrd_ramayana_anvaya_3_50_10	पापस्वभावश्चपलः कथं त्वं रक्षसां वर ऐश्वर्यमभिसम्प्राप्तो विमानमिव दुष्कृतिः	रक्षसाम् वर पापस्वभावः चपलः त्वम् दुष्कृतिः विमानमिव ऐश्वर्यम् कथम् अभिसम्प्राप्तः
vrd_ramayana_anvaya_3_50_11	कामं स्वभावो यो यस्य न शक्यः परिमार्जितुम् न हि दुष्टात्मनामार्यमावसत्यालये चिरम्	यः यस्य स्वभावः परिमार्जितुम् कामम् न शक्यः दुष्टात्मनाम् आलये चिरम् आर्यम् न आवसति हि
vrd_ramayana_anvaya_3_50_12	विषये वा पुरे वा ते यदा रामो महाबलः नापराध्यति धर्मात्मा कथं तस्यापराध्यसि	महाबलः धर्मात्मा रामः यदा ते विषये वा पुरे वा नापराध्यति तस्य कथम् अपराध्यसि
vrd_ramayana_anvaya_3_50_13	यदि शूर्पणखाहेतोर्जनस्थानगतः खरः अतिवृत्तो हतः पूर्वं रामेणाक्लिष्टकर्मणा अत्र ब्रूहि यथातत्त्वं को रामस्य व्यतिक्रमः यस्य त्वं लोकनाथस्य भार्यां हृत्वा गमिष्यसि	शूर्पणखाहेतोः जनस्थानगतः खरः अतिवृत्तः आक्लिष्टकर्मणा रामेण पूर्वम् हतः यदि अत्र लोकनाथस्य यस्य भार्याम् त्वम् हृत्वा गमिष्यसि (हरिष्यसि) रामस्य व्यतिक्रमः कः यथातत्त्वम् ब्रूहि
vrd_ramayana_anvaya_3_50_15	क्षिप्रं विसृज वैदेहीं मा त्वा घोरेण चक्षुषा दहेद्दहनभूतेन वृत्रमिन्द्राशनिर्यथा	क्षिप्रम् वैदेहीम् विसृज त्वा इन्द्राशनिः वृत्रं यथा दहनभूतेन घोरेण चक्षुषा मा दहेत्
vrd_ramayana_anvaya_3_50_16	सर्पमाशीविषं बद्ध्वा वस्त्रान्ते नावबुध्यसे ग्रीवायां प्रतिसक्तं च कालपाशं न पश्यसि	आशीविषम् सर्पम् वस्रान्ते बद्ध्वा नावबुध्यसे ग्रीवायाम् प्रतिसक्तम् कालपाशम् न पश्यसि
vrd_ramayana_anvaya_3_50_17	स भारस्सौम्य भर्तव्यो यो नरं नावसादयेत् तदन्नमपि भोक्तव्यं जीर्यते यदनामयम्	सौम्य यः नरम् नावसादयेत् सः भारः भर्तव्यः यत् अनामयम् जीर्यते तत् अन्नम् भोक्तव्यम् अपि
vrd_ramayana_anvaya_3_50_18	यत्कृत्वा न भवेद्धर्मो न कीर्तिर्न यशो भुवि शरीरस्य भवेत्खेदः कस्तत्कर्म समाचरेत्	यत् कृत्वा धर्मः न भवेत् भुवि कीर्तिः न यशः न शरीरस्य खेदः भवेत् तत् कर्म कः समाचरेत्
vrd_ramayana_anvaya_3_50_19	षष्टिर्वर्षसहस्राणि मम जातस्य रावण पितृपैतामहं राज्यं यथावदनुतिष्ठतः	रावण पितृपैतामहम् राज्यम् यथावत् अनुतिष्टतः जातस्य मम षष्टिः वर्षसहस्राणि
vrd_ramayana_anvaya_3_50_20	वृद्धोऽहं त्वं युवा धन्वी सशरः कवची रथी तथाप्यादाय वैदेहीं कुशली न गमिष्यसि	अहम् वृद्धः त्वम् युवा धन्वी सशरः कवची रथी तथापि वैदेहीम् आदाय कुशली न गमिष्यसि
vrd_ramayana_anvaya_3_50_21	न शक्तस्त्वं बलाद्धर्तुं वैदेहीं मम पश्यतः हेतुभिर्न्यायसंसिद्धैद्धृवां वेदश्रुतीमिव	मम पश्यतः त्वम् वैदेहीम् न्यायसंसिद्धैः हेतुभिः ध्रुवाम् वेदश्रुतीमिव बलात् हर्तुम् न शक्तः
vrd_ramayana_anvaya_3_50_22	युद्ध्यस्व यदि शूरोऽसि मुहूर्तं तिष्ठ रावण शयिष्यसे हतो भूमौ यथापूर्वं खरस्तथा	रावण शूरः असि यदि युद्ध्यस्व मुहूर्तम् तिष्ठ पूर्वम् खरः यथा तथा हतः भूमौ शयिष्यसे
vrd_ramayana_anvaya_3_50_23	असकृत्संयुगे येन निहता दैत्यदानवाः नचिराच्चीरवासास्त्वां रामो युधि वधिष्यति	येन असकृत् संयुगे दैत्यदानवाः निहताः त्वाम् नचिरात् चीरवासाः रामः युधि वधिष्यति
vrd_ramayana_anvaya_3_50_24	किं नु शक्यं मया कर्तुं गतौदूरं नृपात्मजौ क्षिप्रं त्वं नश्यसे नीच तयोर्भीतो न संशयः	मया किं नु कर्तुम् शक्यम् नृपात्मजौ दूरम् गतौ नीच तयोः भीतः त्वम् क्षिप्रम् नश्यसे संशयः न
vrd_ramayana_anvaya_3_50_25	न हि मे जीवमानस्य नयिष्यसि शुभामिमाम् सीतां कमलपत्राक्षीं रामस्य महिषीं प्रियाम्	मे जीवमानस्य शुभाम् कमलपत्राक्षीम् रामस्य प्रियाम् महिषीम् इमाम् सीताम् न नयिष्यसि
vrd_ramayana_anvaya_3_50_26	अवश्यं तु मया कार्यं प्रियं तस्य महात्मनः जीवितेनापि रामस्य तथा दशरथस्य च	महात्मनः तस्य रामस्य तथा दशरथस्य च मया अवश्यम् जीवितेनापि प्रियम् कार्यम्
vrd_ramayana_anvaya_3_50_27	तिष्ठ तिष्ठ दशग्रीव मुहूर्तं पश्य रावण युद्धातिथ्यं प्रदास्यामि यथाप्राणं निशाचर वृन्तादिव फलं त्वां तु पातयेयं रथोत्तमात्	दशग्रीव मुहूर्तम् तिष्ठ तिष्ठ रावण पश्य निशाचर यथाप्राणम् युद्धातिथ्यम् , प्रदास्यामि वृन्तात् फलमिव त्वाम् रथोत्तमात् पातयेयम्
vrd_ramayana_anvaya_3_51_1	इत्युक्तस्य यथान्यायं रावणस्य जटायुषा क्रुद्धस्याग्निनिभास्सर्वा रेजुर्विंशतिदृष्टयः	जटायुषा यथान्यायम् इति उक्तस्य क्रुद्धस्य रावणस्य सर्वाः विंशतिदृष्टयः अग्निनिभाः रेजुः
vrd_ramayana_anvaya_3_51_2	संरक्तनयनः कोपात्तप्तकाञ्चनकुण्डलः राक्षसेन्द्रोऽभिदुद्राव पतगेन्द्रममर्षणः	तप्तकाञ्चनकुण्डलः अमर्षणः राक्षसेन्द्रः कोपात् संरक्तनयनः पतगेन्द्रम् अभिदुद्राव
vrd_ramayana_anvaya_3_51_3	स सम्प्रहारस्तुमुल स्तयोस्तस्मिन्महावने बभूव वातोद्धतयोर्मेघयोर्गगने यथा	तस्मिन् महावने तयोः तुमुलः सः सम्प्रहारः गगने वातोद्धतयोः मेघयोर्यथा बभूव
vrd_ramayana_anvaya_3_51_4	तद्बभूवाद्भुतं युद्धं गृध्रराक्षसयोस्तदा सपक्षयोर्माल्यवतोर्महापर्वतयोरिव	तदा (तयोः गृध्रराक्षसयोः तत् अद्भुतम् युद्धम् सपक्षयोः माल्यवतोः महापर्वतयोरिव बभूव
vrd_ramayana_anvaya_3_51_5	ततो नालीकनाराचैस्तीक्ष्णाग्रैश्च विकर्णिभिः अभ्यवर्षन्महाघोरैर्गृध्रराजं महाबलः	ततः तीक्ष्णाग्रैः महाघोरैः नालीकनाराचैः विकर्णिभिः गृध्रराजम् अभ्यवर्षत्
vrd_ramayana_anvaya_3_51_6	स तानि शरजालानि गृध्रः पत्त्ररथेश्वरः जटायुः प्रतिजग्राह रावणास्त्राणि संयुगे	पत्ररथेश्वरः गृध्रः जटायुः संयुगे तानि शरजालानि रावणास्त्राणि प्रतिजग्राह
vrd_ramayana_anvaya_3_51_7	तस्य तीक्ष्णनखाभ्यां तु चरणाभ्यां महाबलः चकार बहुधा गात्रे व्रणान्पतगसत्तमः	महाबलः पतगसत्तमः तीक्ष्णनखाभ्याम् चरणाभ्याम् तस्य गात्रे बहुधा व्रणान् चकार
vrd_ramayana_anvaya_3_51_8	अथ क्रोधाद्धशग्रीवो जग्राह दश मार्गणान् मृत्युदण्डनिभान्घोरान्छत्रुमर्दनकाङ्क्षया	अथ दशग्रीवः क्रोधात् शत्रुमर्दनकाङ्क्षया मृत्युदण्डनिभान् घोरान् दश मार्गणान् जग्राह
vrd_ramayana_anvaya_3_51_9	स तैर्बाणैर्महावीर्यः पूर्णमुक्तैरजिह्मगैः बिभेद निशितैस्तीक्ष्णैर्गृध्रं घोरैश्शिलीमुखैः	महावीर्यः सः पूर्णमुक्तैः अजिह्मगैः निशितैः तीक्ष्णै घोरैः शिलीमुखैः तैः बाणैः गृध्रम् बिभेद
vrd_ramayana_anvaya_3_51_10	स राक्षसरथे पश्यन्जानकीं बाष्पलोचनाम् अचिन्तयित्वा तान्बाणान्राक्षसं समभिद्रवत्	सः राक्षसरथे बाष्पलोचनाम् जानकीम् पश्यन् तान् बाणान् अचिन्तयित्वा राक्षसम् समभिद्रवत्
vrd_ramayana_anvaya_3_51_11	ततोऽस्य सशरं चापं मुक्तामणिविभूषितम् चरणाभ्यां महातेजा बभञ्ज पतगेश्वरः	ततः महातेजाः पतगेश्वरः अस्य मुक्तामणिविभूषितम् सशरम् चापम् चरणाभ्याम् बभञ्ज
vrd_ramayana_anvaya_3_51_12	ततोऽन्यद्धनुरादाय रावणः क्रोधमूर्छितः ववर्ष शरवर्षाणि शतशोऽथ सहस्रशः	ततः रावणः क्रोधमूर्छितः अन्यत् धनुः आदाय शतशः अथ सहस्रशः शरवर्षाणि ववर्ष
vrd_ramayana_anvaya_3_51_13	शरैरावारितस्तस्य संयुगे पतगेश्वरः कुलायमुपसम्प्राप्तः पक्षीव प्रबभौ तदा	तदा संयुगे तस्य शरैः आवारितः पतगेश्वरः कुलायम् उपसम्प्राप्तः पक्षीव प्रबभौ
vrd_ramayana_anvaya_3_51_14	स तानि शरवर्षाणि पक्षाभ्यां च विधूयच चरणाभ्यां महातेजा बभञ्जास्य महद्धनुः	महातेजाः सः तानि शरवर्षाणि पक्षाभ्याम् विधूय च अस्य महत् धनुः चरणाभ्याम् बभञ्ज
vrd_ramayana_anvaya_3_51_15	तच्चाग्निसदृशं दीप्तं रावणस्य शरावरम् पक्षाभ्यां स महावीर्यो व्याधुनोत्पतगेश्वरः	महावीर्यः सः पतगेश्वरः रावणस्य अग्निसदृशम् दीप्तम् तत् शरावरम् पक्षाभ्याम् व्याधुनोत्
vrd_ramayana_anvaya_3_51_16	काञ्चनोरश्छदान्दिव्यान्पिशाचवदनान्खरान् तांश्चास्य जवसम्पन्नाञ्जघान समरे बली	बली काञ्चनोरश्छदान् दिव्यान् पिशाचवदनान् जवसम्पन्नान् तान् खरान् च समरे जघान
vrd_ramayana_anvaya_3_51_17	वरं त्रिवेणुसम्पन्नं कामगं पावकार्चिषम् मणिहेमविचित्राङ्गं बभञ्ज च महारथम्	वरम् त्रिवेणुसम्पन्नम् कामगम् पावकार्चिषम् मणिहेमविचित्राङ्गम् महारथम् बभञ्ज
vrd_ramayana_anvaya_3_51_18	पूर्णचन्द्रप्रतीकाशं छत्रं च व्यजनैस्सह पातयामास वेगेन ग्राहिभी राक्षसैस्सह	पूर्णचन्द्रप्रतीकाशम् छत्रं च व्यजनैः सह ग्राहिभिः राक्षसैः सह वेगेन पातयामास
vrd_ramayana_anvaya_3_51_19	सारथेश्चास्य वेगेन तुण्डेनैव महच्छिरः पुनर्व्यपाहरच्छ्रीमान्पक्षिराजो महाबलः	पुनः महाबलः श्रीमान् पक्षिराजः अस्य सारथेः महत् शिरः वेगेन तुण्डेनैव व्यपाहरत्
vrd_ramayana_anvaya_3_51_20	स भग्नधन्वा विरथो हताश्वो हतसारथिः अङ्केनादाय वैदेहीं पपात भुवि रावणः	भग्नधन्वा विरथः हताश्वः हतसारथिः सः रावणः वैदेहीम् अङ्केन आदाय भुवि पपात
vrd_ramayana_anvaya_3_51_21	दृष्ट्वा निपतितं भूमौ रावणं भग्नवाहनम् साधुसाध्विति भूतानि गृध्रराजमपूजयन्	भग्नवाहनम् भूमौ निपतितम् रावणम् दृष्ट्वा साधु साधु इति भूतानि गृध्रराजम् अपूजयन्
vrd_ramayana_anvaya_3_51_22	परिश्रान्तं तु तं दृष्टवा जरया पक्षियूथपम् उत्पपात पुनर्हृष्टो मैथिलीं गृह्य रावणः	पक्षियूथपम् तम् जरया परिश्रान्तम् दृष्ट्वा रावणः हृष्टः मैथिलीम् गृह्य पुनः उत्पपात
vrd_ramayana_anvaya_3_51_23	तं प्रहृष्टं निधायाङ्के गच्छन्तं जनकात्मजाम् गृध्रराजस्समुत्पत्य समभिद्रुत्य रावणम् समावार्य महातेजा जटायुरिदमब्रवीत्	गृध्रराजः महातेजाः जटायुः समुत्पत्य जनकात्मजाम् ( अङ्के निथाय गच्छन्तम् तं रावणम् समभिद्रुत्य समावार्य इदम् अब्रवीत्
vrd_ramayana_anvaya_3_51_24	वज्रसंस्पर्शबाणस्य भार्यां रामस्य रावण अल्पबुद्धे हरस्येनां वधाय खलु रक्षसाम्	अल्पबुद्धे रावण वज्रसंस्पर्शबाणस्य रामस्य भार्याम् एनाम् रक्षसाम् वधाय हरसि
vrd_ramayana_anvaya_3_51_25	समित्रबन्धुस्सामात्यस्सबलस्सपरिच्छदः विषपानं पिबस्येतत्पिपासित इवोदकम्	मित्रबन्धुः सामात्यः सबलः सपरिच्छदः पिपासितः उदकमिव एतत् विषपानम् पिबसि
